study_accession,catalog_status,reason_code,n_authors,first_author,last_author,n_papers,n_linked_papers,n_bioproject_pubs,organisations,has_any_author,has_any_organisation,in_ncbi_bioproject
PRJNA1436740,excluded,host_nonhuman,0,,,0,0,0,"Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences",False,True,True
PRJNA1441994,excluded,host_nonhuman,0,,,0,0,0,Churches Health Association of Zambia; Zambia Genomics Surveillance Consortium,False,True,True
PRJNA1096345,excluded,host_nonhuman,0,,,0,0,0,University of Illinois at Urbana Champaign,False,True,True
PRJNA1097802,excluded,host_nonhuman,0,,,0,0,0,Yangzhou University,False,True,True
PRJNA1336632,excluded,host_nonhuman,0,,,0,0,0,Liaoning Normal University,False,True,True
PRJNA1444697,excluded,host_nonhuman,0,,,0,0,0,Hebei Agricultural University,False,True,True
PRJNA1437847,excluded,host_nonhuman,0,,,0,0,0,Shanghai Jiao Tong University,False,True,True
PRJNA1103354,excluded,host_nonhuman,0,,,0,0,0,Zhejiang University,False,True,True
PRJNA1448286,excluded,host_synthetic,0,,,0,0,0,Huzhou Shenkebio,False,True,True
PRJNA1104418,excluded,host_nonhuman,0,,,0,0,0,Nanjing University of Chinese Medicine,False,True,True
PRJNA529503,excluded,host_nonhuman,0,,,0,0,0,University of Oxford; REHAB,False,True,True
PRJNA1104253,excluded,host_nonhuman,0,,,0,0,0,University of Nottingham,False,True,True
PRJNA1108463,excluded,host_nonhuman,0,,,0,0,0,Nanjing Agricultural University,False,True,True
PRJEB44844,excluded,host_synthetic,0,,,0,0,0,The Genome Analysis Centre,False,True,True
PRJNA1110046,excluded,host_nonhuman,0,,,0,0,0,North-West University,False,True,True
PRJNA1108865,excluded,host_nonhuman,0,,,0,0,0,Sun Yat-sen University,False,True,True
PRJNA901126,excluded,host_nonhuman,0,,,0,0,0,Microbial Biotechnology Laboratory (Prof. O.O. Babalola,False,True,True
PRJNA1113194,excluded,host_nonhuman,0,,,0,0,0,"Instituto de Ingenieria, Universidad Nacional Autonoma de Mexico",False,True,True
PRJNA1113386,excluded,host_nonhuman,0,,,0,0,0,Korea Institute of Oriental Medicine,False,True,True
PRJNA1114758,excluded,host_nonhuman,0,,,0,0,0,Instituto Tecnologico Vale,False,True,True
PRJNA902665,excluded,host_nonhuman,0,,,0,0,0,Shenzhen Institute of Advanced Technology Chinese Academy of Sciences,False,True,True
PRJNA1400757,excluded,host_nonhuman,0,,,0,0,0,Sichuan University,False,True,True
PRJNA1118481,excluded,host_nonhuman,0,,,0,0,0,CEBAS-CSIC,False,True,True
PRJNA1117482,excluded,host_nonhuman,0,,,0,0,0,University of Michigan,False,True,True
PRJNA909009,excluded,host_nonhuman,0,,,0,0,0,Nanyang Technological University,False,True,True
PRJNA1119581,excluded,host_nonhuman,0,,,0,0,0,Nanjing University,False,True,True
PRJNA1118426,excluded,host_nonhuman,0,,,0,0,0,"Guangxi UBIT Biotechnology Co,.Ltd",False,True,True
PRJNA1121954,excluded,host_nonhuman,0,,,0,0,0,Chinese Academy of Sciences,False,True,True
PRJNA1125394,excluded,host_nonhuman,0,,,0,0,0,McGill University,False,True,True
PRJNA1244934,excluded,host_nonhuman,0,,,0,0,0,Dali University,False,True,True
PRJNA817706,excluded,host_nonhuman,0,,,0,0,0,"Colledge of Environmental Sciences and Engineering, Peking University",False,True,True
PRJNA1128356,excluded,host_nonhuman,0,,,0,0,0,sygenta group china,False,True,True
PRJNA1130143,excluded,host_nonhuman,0,,,0,0,0,University of Exeter,False,True,True
PRJNA1131609,excluded,host_nonhuman,0,,,0,0,0,North West University,False,True,True
PRJNA1133026,excluded,host_nonhuman,0,,,0,0,0,USDA,False,True,True
PRJNA1135081,excluded,host_nonhuman,0,,,0,0,0,Max Planck Institute for Evolutionary Anthropology,False,True,True
PRJNA924045,excluded,host_nonhuman,0,,,0,0,0,university of tehran,False,True,True
PRJNA1436795,excluded,host_nonhuman,0,,,0,0,0,Hohai University,False,True,True
PRJNA1140288,excluded,host_nonhuman,0,,,0,0,0,Emory University,False,True,True
PRJNA1099934,excluded,host_nonhuman,0,,,0,0,0,Sun Yat-sen University,False,True,True
PRJNA1054185,excluded,host_nonhuman,0,,,0,0,0,nanjing agricultural university,False,True,True
PRJNA1144440,excluded,host_nonhuman,0,,,0,0,0,Massachusetts Institute of Technology,False,True,True
PRJNA445836,excluded,host_nonhuman,0,,,0,0,0,Fujian Agriculture and Forestry University,False,True,True
PRJNA449738,excluded,host_nonhuman,0,,,0,0,0,West Virginia State University,False,True,True
PRJNA437202,excluded,host_nonhuman,9,Ngugi DK,Voolstra CR,2,0,2,KAUST,True,True,True
PRJNA453374,excluded,host_nonhuman,0,,,0,0,0,Colorado State University,False,True,True
PRJNA450791,excluded,host_nonhuman,0,,,0,0,0,University of Naples Federico II,False,True,True
PRJNA464171,excluded,host_nonhuman,0,,,0,0,0,Beijing University of Technology,False,True,True
PRJNA472628,excluded,host_nonhuman,0,,,0,0,0,Centro de Investigacion y de Estudios Avanzados del IPN,False,True,True
PRJNA472818,excluded,host_nonhuman,0,,,0,0,0,Qufu Normal University,False,True,True
PRJNA473380,excluded,host_nonhuman,0,,,0,0,0,Northwest A&F University,False,True,True
PRJNA480881,excluded,host_nonhuman,0,,,0,0,0,Vale Institute of Technology,False,True,True
PRJNA482503,excluded,host_nonhuman,0,,,0,0,0,University of Parma,False,True,True
PRJNA492489,excluded,host_nonhuman,0,,,0,0,0,Southwest University of Science and Technology,False,True,True
PRJNA507739,excluded,host_nonhuman,0,,,0,0,0,USDA ARS,False,True,True
PRJNA509142,excluded,host_nonhuman,0,,,0,0,0,University of Liverpool,False,True,True
PRJNA517745,excluded,host_nonhuman,0,,,0,0,0,UC Irvine,False,True,True
PRJNA522699,excluded,host_nonhuman,21,Williams BT,Todd JD,1,0,1,Heriot-Watt University,True,True,True
PRJNA1114772,excluded,host_nonhuman,0,,,0,0,0,ISEM,False,True,True
PRJNA525146,excluded,host_nonhuman,0,,,0,0,0,"Prof. OO Babalola's Microbial Biotechnology Lab, North-West University",False,True,True
PRJNA528766,excluded,host_nonhuman,0,,,0,0,0,Aberystwyth University,False,True,True
PRJNA543718,excluded,host_nonhuman,0,,,0,0,0,The First Affiliated Hospital of Jiaxing College,False,True,True
PRJNA1105395,excluded,host_nonhuman,0,,,0,0,0,memorial university of newfoundland,False,True,True
PRJNA1130019,excluded,host_nonhuman,0,,,0,0,0,Shandong University of Science and Technology,False,True,True
PRJNA552479,excluded,host_nonhuman,0,,,0,0,0,"Universidade Federal de Minas Gerais; PROCAD: Rede Integrada de Programas de Pós-Graduação em Biotecnologia para o Desenvolvimento Científico, Tecnológico, de Inovação e Formação de Recursos na Cadeia Produtiva do Cacau - BIOCAU",False,True,True
PRJNA557509,excluded,host_nonhuman,0,,,0,0,0,Henan Institute of Science and Technology,False,True,True
PRJNA558683,excluded,host_nonhuman,0,,,0,0,0,The University of Adelaide,False,True,True
PRJNA559759,excluded,host_nonhuman,0,,,0,0,0,Aberystwyth University,False,True,True
PRJNA1136654,excluded,host_nonhuman,0,,,0,0,0,Bits Pilani K K Birla Goa Campus,False,True,True
PRJEB14741,excluded,host_synthetic,0,,,0,0,0,Department of Aquatic Sciences and Assessment,False,True,True
PRJEB14814,excluded,host_nonhuman,0,,,0,0,0,"National Food Institute, Denmark; National Food Institute",False,True,True
PRJEB14811,excluded,host_nonhuman,0,,,0,0,0,Korea Basic Science Institute,False,True,True
PRJEB15294,excluded,host_nonhuman,0,,,0,0,0,GIFS,False,True,True
PRJEB15519,excluded,host_nonhuman,0,,,0,0,0,WDRC KAUST,False,True,True
PRJEB16317,excluded,host_nonhuman,0,,,0,0,0,KYOTO UNIVERSITY,False,True,True
PRJEB16362,excluded,host_nonhuman,0,,,0,0,0,TEXAS A&M CORPUS CHRISTI,False,True,True
PRJEB17637,excluded,host_nonhuman,0,,,0,0,0,LSA-DISTAL-UNIBO,False,True,True
PRJEB17916,excluded,host_nonhuman,0,,,0,0,0,CICESE,False,True,True
PRJEB18068,excluded,host_nonhuman,0,,,0,0,0,Royal Netherlands Institute for Sea Research,False,True,True
PRJEB18470,excluded,host_nonhuman,0,,,0,0,0,"RESEARCH CENTER FOR ECO-ENVIRONMENTAL SCIENCES, CHINESE ACADEMY OF SCIENCES",False,True,True
PRJEB18675,excluded,host_nonhuman,0,,,0,0,0,UBC,False,True,True
PRJEB18680,excluded,host_nonhuman,0,,,0,0,0,National Food Institute,False,True,True
PRJEB32444,excluded,host_nonhuman,0,,,0,0,0,Ewha Womans University,False,True,True
PRJEB40824,excluded,host_nonhuman,0,,,0,0,0,NATIONAL VETERINARY RESEARCH INSTITUTE,False,True,True
PRJEB41030,excluded,host_synthetic,0,,,0,0,0,the ohio state university,False,True,True
PRJEB26531,excluded,host_nonhuman,0,,,0,0,0,Genome&Company,False,True,True
PRJNA1141889,excluded,host_nonhuman,0,,,0,0,0,Scientific Center for Anti-infectious Drugs (SCAID),False,True,True
PRJEB41538,excluded,host_nonhuman,0,,,0,0,0,Hochschule Rhein-Waal,False,True,True
PRJEB36889,excluded,host_nonhuman,0,,,0,0,0,University of California Santa Cruz,False,True,True
PRJEB41137,excluded,host_nonhuman,0,,,0,0,0,STANFORD UNIVERESITY,False,True,True
PRJEB42020,excluded,host_nonhuman,0,,,0,0,0,UNIVERSITY OF ALASKA FAIRBANKS,False,True,True
PRJEB17887,excluded,host_nonhuman,0,,,0,0,0,UNIVERSITY OF SOUTHERN CALIFORNIA,False,True,True
PRJEB42320,excluded,host_nonhuman,0,,,0,0,0,HANYANG UNIVERSITY,False,True,True
PRJEB42321,excluded,host_nonhuman,0,,,0,0,0,HANYANG UNIVERSITY,False,True,True
PRJEB42463,excluded,host_nonhuman,0,,,0,0,0,VTT Technical Research Centre of Finland,False,True,True
PRJEB42789,excluded,host_nonhuman,0,,,0,0,0,Guizhou University of Traditional Chinese Medicine,False,True,True
PRJEB42466,excluded,host_synthetic,0,,,0,0,0,LUXEMBOURG CENTRE FOR SYSTEMS BIOMEDICINE,False,True,True
PRJEB42967,excluded,host_nonhuman,0,,,0,0,0,Institut de Recherche pour le Developpement,False,True,True
PRJEB44146,excluded,host_nonhuman,0,,,0,0,0,NORWEGIAN UNIVERSITY OF LIFE SCIENCES,False,True,True
PRJEB44815,excluded,host_nonhuman,0,,,0,0,0,"Research Center for Chemistry, Biology, and Agriculture (CPQBA)",False,True,True
PRJEB44905,excluded,host_nonhuman,0,,,0,0,0,University of California San Diego Microbiome Initiative,False,True,True
PRJEB45363,excluded,host_synthetic,0,,,0,0,0,ACADEMIC MEDICAL CENTER AMSTERDAM,False,True,True
PRJEB43581,excluded,host_nonhuman,21,Michel C,Hites M,2,0,2,HUG,True,True,True
PRJEB36797,excluded,host_nonhuman,11,Somm E,Jornayvaz FR,1,0,1,HUG,True,True,True
PRJEB43822,excluded,host_nonhuman,0,,,0,0,0,CENTRE FOR GEOGENETICS,False,True,True
PRJEB47257,excluded,host_nonhuman,0,,,0,0,0,University of California San Diego Microbiome Initiative,False,True,True
PRJNA892955,excluded,host_nonhuman,0,,,0,0,0,Presidency University,False,True,True
PRJNA1164203,excluded,host_nonhuman,0,,,0,0,0,Quadram Institute Bioscience,False,True,True
PRJNA1168703,excluded,host_nonhuman,14,Riva A,Ravizza T,1,0,1,University of Genoa,True,True,True
PRJNA1175466,excluded,host_nonhuman,0,,,0,0,0,University of Duisburg Essen,False,True,True
PRJNA1178105,excluded,host_nonhuman,0,,,0,0,0,University of Edinburgh,False,True,True
PRJNA1182825,excluded,host_nonhuman,0,,,0,0,0,New York University Grossman School of Medicine,False,True,True
PRJNA1184185,excluded,host_nonhuman,0,,,0,0,0,Tekirdag Namik Kemal University,False,True,True
PRJNA1186244,excluded,host_nonhuman,0,,,0,0,0,Montana Technological University,False,True,True
PRJNA1182851,excluded,host_nonhuman,0,,,0,0,0,"Sinochem Agriculture (Linyi) R&D Center Co., Ltd.",False,True,True
PRJNA1191634,excluded,host_nonhuman,0,,,0,0,0,University of Turin,False,True,True
PRJNA1192041,excluded,host_nonhuman,0,,,0,0,0,Affiliated Hospital of North Sichuan Medical College,False,True,True
PRJNA1191680,excluded,host_nonhuman,0,,,0,0,0,Universita degli Studi di Torino,False,True,True
PRJNA1196983,excluded,host_nonhuman,0,,,0,0,0,University of Pennsylvania,False,True,True
PRJNA1198196,excluded,host_nonhuman,0,,,0,0,0,Novogene,False,True,True
PRJNA1199886,excluded,host_nonhuman,0,,,0,0,0,Nanjing Agricultural University,False,True,True
PRJNA1182340,excluded,host_nonhuman,0,,,0,0,0,JCVI,False,True,True
PRJNA1212766,excluded,host_nonhuman,0,,,0,0,0,Ningxia University,False,True,True
PRJNA1138941,excluded,host_nonhuman,0,,,0,0,0,University of Pretoria,False,True,True
PRJNA1212835,excluded,host_nonhuman,0,,,0,0,0,The Hong Kong University of Science and Technology,False,True,True
PRJNA1213121,excluded,host_nonhuman,0,,,0,0,0,University of Costa Rica,False,True,True
PRJNA1211867,excluded,host_nonhuman,0,,,0,0,0,Nanjing Agricultural University,False,True,True
PRJNA1215998,excluded,host_nonhuman,0,,,0,0,0,Shenyang agricultural university,False,True,True
PRJNA1219824,excluded,host_nonhuman,0,,,0,0,0,,False,False,True
PRJNA1221226,excluded,host_nonhuman,0,,,0,0,0,Nanjing Agricultural University,False,True,True
PRJNA1221097,excluded,host_nonhuman,0,,,0,0,0,Fudan University,False,True,True
PRJNA1225767,excluded,host_nonhuman,0,,,0,0,0,Shenzhen University,False,True,True
PRJNA1231490,excluded,host_nonhuman,0,,,0,0,0,NJAU,False,True,True
PRJNA1233203,excluded,host_synthetic,11,Fernandes PM,Fredriksen S,1,0,1,Norwegian University of Science and Technology,True,True,True
PRJNA1233468,excluded,host_nonhuman,0,,,0,0,0,south university of science and technology of china,False,True,True
PRJNA1234712,excluded,host_nonhuman,0,,,0,0,0,Southern California Coastal Water Research Project,False,True,True
PRJNA1222594,excluded,host_nonhuman,0,,,0,0,0,Northwest A&F University,False,True,True
PRJNA1240074,excluded,host_nonhuman,0,,,0,0,0,CNR,False,True,True
PRJNA1240040,excluded,host_nonhuman,0,,,0,0,0,"University of California, San Diego",False,True,True
PRJNA1240938,excluded,host_nonhuman,0,,,0,0,0,Chung-Ang University,False,True,True
PRJNA1154823,excluded,host_nonhuman,0,,,0,0,0,Bidhan Chandra Krishi Viswavidyalaya,False,True,True
PRJNA1247888,excluded,host_nonhuman,0,,,0,0,0,Hubei University of Technology,False,True,True
PRJNA1250749,excluded,host_nonhuman,0,,,0,0,0,Northwest A&F University,False,True,True
PRJNA1176169,excluded,host_nonhuman,0,,,0,0,0,RAMAKRISHNA MISSION VIVEKANANDA CENTENARY COLLEGE,False,True,True
PRJNA1271762,excluded,host_nonhuman,0,,,0,0,0,KMCH Research Foundation,False,True,True
PRJNA1275659,excluded,host_nonhuman,0,,,0,0,0,Shanghai Jiao Tong University,False,True,True
PRJNA1180545,excluded,host_nonhuman,0,,,0,0,0,Tongji University,False,True,True
PRJNA1288706,excluded,host_nonhuman,0,,,0,0,0,Sichuan Agricultural University,False,True,True
PRJNA1289400,excluded,host_nonhuman,0,,,0,0,0,Xinjiang Agricultural University,False,True,True
PRJNA1290290,excluded,host_nonhuman,0,,,0,0,0,Sichuan Agricultural University,False,True,True
PRJNA1291113,excluded,host_nonhuman,0,,,0,0,0,Universidade Federal da Bahia,False,True,True
PRJNA1293833,excluded,host_nonhuman,0,,,0,0,0,Yunnan University,False,True,True
PRJNA1287356,excluded,host_nonhuman,0,,,0,0,0,University of Dhaka,False,True,True
PRJNA1205768,excluded,host_nonhuman,0,,,0,0,0,Norwegian Private Veterinary Services,False,True,True
PRJNA1257062,excluded,host_nonhuman,0,,,0,0,0,University of Copenhagen,False,True,True
PRJNA1293747,excluded,host_nonhuman,0,,,0,0,0,Shanxi Medical University,False,True,True
PRJNA1297951,excluded,host_nonhuman,0,,,0,0,0,Universita degli Studi di Torino,False,True,True
PRJNA1298833,excluded,host_nonhuman,0,,,0,0,0,Sichuan angriculture univeristy,False,True,True
PRJNA1286779,excluded,host_nonhuman,0,,,0,0,0,University of Turin,False,True,True
PRJNA1301530,excluded,host_nonhuman,0,,,0,0,0,South China University of Technology,False,True,True
PRJNA1301802,excluded,host_nonhuman,0,,,0,0,0,shandong university of science and technology,False,True,True
PRJNA1037309,excluded,host_nonhuman,0,,,0,0,0,Joint Microbiome Facility,False,True,True
PRJNA1305218,excluded,host_nonhuman,0,,,0,0,0,Universidad de Antioquia,False,True,True
PRJNA1307823,excluded,host_nonhuman,0,,,0,0,0,Zhejiang Academy of Agricultural Sciences,False,True,True
PRJNA1251998,excluded,host_nonhuman,0,,,0,0,0,East China Normal University,False,True,True
PRJNA1307965,excluded,host_nonhuman,0,,,0,0,0,University of Shanghai for Science and Technology,False,True,True
PRJNA1255304,excluded,host_nonhuman,0,,,0,0,0,Colorado State University,False,True,True
PRJNA1307227,excluded,host_nonhuman,0,,,0,0,0,Peking University,False,True,True
PRJNA17391,excluded,host_nonhuman,6,Turnbaugh PJ,Gordon JI,1,0,1,Washington University; Washington University Genome Sequencing Center,True,True,True
PRJNA1257864,excluded,host_nonhuman,0,,,0,0,0,Escuela Superior Politecnica del Litoral,False,True,True
PRJNA1257963,excluded,host_nonhuman,0,,,0,0,0,University of Tartu,False,True,True
PRJNA1257468,excluded,host_nonhuman,0,,,0,0,0,San Diego State University,False,True,True
PRJNA1309569,excluded,host_nonhuman,0,,,0,0,0,,False,False,True
PRJNA1310186,excluded,host_nonhuman,0,,,0,0,0,University of Shanghai for Science and Technology,False,True,True
PRJNA1311753,excluded,host_nonhuman,0,,,0,0,0,Northwest A&F University,False,True,True
PRJNA1263017,excluded,host_nonhuman,0,,,0,0,0,UMBC Biological Sciences,False,True,True
PRJNA1098502,excluded,host_nonhuman,0,,,0,0,0,Astrobiology Center Inta,False,True,True
PRJNA1313625,excluded,host_nonhuman,0,,,0,0,0,Institute of Feed Research of Chinese Academy of Agricultural Sciences,False,True,True
PRJNA1314408,excluded,host_nonhuman,0,,,0,0,0,National Agri-food Biomanufacturing Institute,False,True,True
PRJNA1320715,excluded,host_nonhuman,0,,,0,0,0,Cincinnati Childrens Hospital,False,True,True
PRJNA1314173,excluded,host_nonhuman,0,,,0,0,0,IOCAS,False,True,True
PRJNA1320941,excluded,host_nonhuman,0,,,0,0,0,Guizhou University,False,True,True
PRJNA1321170,excluded,host_nonhuman,0,,,0,0,0,Queen's University Belfast,False,True,True
PRJNA1244596,excluded,host_nonhuman,0,,,0,0,0,School of Life Sciences,False,True,True
PRJNA1321505,excluded,host_nonhuman,0,,,0,0,0,jilin university,False,True,True
PRJNA1328727,excluded,host_nonhuman,0,,,0,0,0,BioFigR,False,True,True
PRJNA1299149,excluded,host_nonhuman,0,,,0,0,0,China University of Geosciences Beijing,False,True,True
PRJNA1305539,excluded,host_nonhuman,0,,,0,0,0,University of Exeter,False,True,True
PRJNA1328050,excluded,host_nonhuman,0,,,0,0,0,Dalian University of Technology,False,True,True
PRJNA1332278,excluded,host_nonhuman,0,,,0,0,0,Peking university,False,True,True
PRJNA1332938,excluded,host_nonhuman,0,,,0,0,0,Tongji University,False,True,True
PRJNA1332955,excluded,host_nonhuman,0,,,0,0,0,Tongji University,False,True,True
PRJNA1332405,excluded,host_nonhuman,0,,,0,0,0,"South China Botanical Garden, Chinese Academy of Sciences",False,True,True
PRJNA1333360,excluded,host_nonhuman,0,,,0,0,0,Shanghai University Of Engineering Science,False,True,True
PRJNA1333415,excluded,host_nonhuman,0,,,0,0,0,Great Lakes Bioenergy Research Center,False,True,True
PRJNA1333848,excluded,host_nonhuman,0,,,0,0,0,Hubei University of Technology,False,True,True
PRJNA1328842,excluded,host_nonhuman,0,,,0,0,0,University of Minnesota,False,True,True
PRJNA1333622,excluded,host_nonhuman,0,,,0,0,0,Peking University,False,True,True
PRJNA1336988,excluded,host_nonhuman,0,,,0,0,0,Liaoning Normal University,False,True,True
PRJNA1337107,excluded,host_nonhuman,0,,,0,0,0,USDA,False,True,True
PRJNA1310783,excluded,host_nonhuman,0,,,0,0,0,Nanyang Technological University,False,True,True
PRJNA1320985,excluded,host_nonhuman,0,,,0,0,0,Hebei University of Science and Technology,False,True,True
